               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.043816,            0.019326,           0.0027527,             0.81507,             0.81125,             0.86617,             0.41666,            0.039474,            0.013194,           0.0015755,            0.006535,            0.006535,            0.006535
                  37,            0.043381,            0.018676,           0.0025807,             0.79719,             0.84548,             0.87408,             0.43557,            0.039471,            0.013117,           0.0015516,            0.006436,            0.006436,            0.006436
                  38,            0.042383,            0.017494,           0.0022288,             0.83678,             0.84314,              0.8796,             0.40477,            0.039137,            0.012943,           0.0013865,            0.006337,            0.006337,            0.006337
                  39,            0.043525,             0.01846,           0.0024961,               0.848,             0.78948,             0.86617,             0.40081,            0.040167,            0.012914,           0.0017406,            0.006238,            0.006238,            0.006238
                  40,            0.041762,            0.018041,            0.002364,              0.8426,             0.78451,             0.81854,             0.36446,            0.038682,             0.01292,           0.0015155,            0.006139,            0.006139,            0.006139
                  41,            0.042162,            0.018807,           0.0026895,             0.82654,             0.81835,             0.88659,             0.38136,            0.039436,            0.012722,           0.0014927,             0.00604,             0.00604,             0.00604
                  42,            0.041845,            0.017394,           0.0023767,             0.83738,             0.78776,             0.87497,             0.44303,             0.03854,             0.01296,           0.0016176,            0.005941,            0.005941,            0.005941
                  43,            0.042204,             0.01843,           0.0021169,             0.90076,             0.78901,             0.87188,             0.42169,            0.038288,            0.012949,           0.0017054,            0.005842,            0.005842,            0.005842
                  44,             0.04178,            0.018718,           0.0026026,             0.82474,             0.81916,             0.88416,             0.39369,            0.038157,            0.012762,           0.0016838,            0.005743,            0.005743,            0.005743
                  45,            0.039441,            0.017687,           0.0021832,             0.79402,              0.8383,              0.8738,              0.4467,            0.037319,            0.012682,           0.0016467,            0.005644,            0.005644,            0.005644
                  46,            0.039954,            0.018055,            0.002199,             0.84236,             0.78868,             0.87505,             0.43262,            0.038312,             0.01314,           0.0013481,            0.005545,            0.005545,            0.005545
                  47,             0.04087,            0.017439,           0.0019741,             0.89795,             0.80081,             0.90811,             0.44822,            0.038131,            0.012685,           0.0013064,            0.005446,            0.005446,            0.005446
                  48,            0.040321,            0.017174,           0.0021632,             0.82901,             0.87619,             0.90362,             0.42924,            0.037273,            0.012873,           0.0016018,            0.005347,            0.005347,            0.005347
                  49,            0.038792,            0.017779,           0.0021635,             0.90466,               0.851,             0.91552,             0.45343,            0.036408,              0.0125,           0.0015005,            0.005248,            0.005248,            0.005248
                  50,            0.039873,            0.018132,           0.0019973,             0.78315,             0.89165,             0.90669,             0.48179,            0.036897,            0.012341,            0.001484,            0.005149,            0.005149,            0.005149
                  51,            0.039902,            0.017546,            0.001995,              0.8332,             0.86503,             0.90493,             0.49796,             0.03651,              0.0124,           0.0012716,             0.00505,             0.00505,             0.00505
                  52,            0.040236,            0.017793,           0.0023272,             0.85601,             0.86966,             0.91041,             0.47921,            0.036249,            0.012427,           0.0013515,            0.004951,            0.004951,            0.004951
                  53,            0.038728,            0.017184,             0.00199,             0.79362,             0.89542,             0.90153,              0.4749,            0.036661,            0.012483,           0.0014262,            0.004852,            0.004852,            0.004852
                  54,            0.037118,            0.017511,           0.0017483,             0.79238,             0.84658,             0.87469,              0.4676,              0.0354,            0.012169,           0.0014432,            0.004753,            0.004753,            0.004753
                  55,            0.036888,            0.016418,           0.0015224,             0.86502,             0.85198,             0.91319,              0.4887,            0.035996,            0.012208,           0.0011592,            0.004654,            0.004654,            0.004654
                  56,            0.037371,            0.016436,           0.0014725,             0.83225,             0.83734,             0.90349,             0.49468,            0.036031,            0.012141,           0.0011927,            0.004555,            0.004555,            0.004555
                  57,            0.037339,            0.016948,           0.0015982,             0.91731,             0.81516,             0.91467,             0.52315,            0.035093,            0.012013,           0.0012496,            0.004456,            0.004456,            0.004456
                  58,            0.037573,            0.016956,           0.0017884,             0.82312,             0.81276,             0.88429,             0.48491,            0.035138,            0.012115,           0.0012029,            0.004357,            0.004357,            0.004357
                  59,              0.0378,            0.016764,           0.0016219,             0.85992,             0.78329,             0.84802,             0.47038,            0.035598,            0.012174,           0.0014328,            0.004258,            0.004258,            0.004258
                  60,            0.037122,            0.016572,           0.0019248,             0.79594,             0.76505,             0.79717,             0.41352,            0.035138,            0.012231,           0.0011833,            0.004159,            0.004159,            0.004159
                  61,            0.036572,            0.016648,           0.0018273,              0.7691,             0.81851,             0.84145,             0.42373,            0.035829,            0.012424,           0.0012739,             0.00406,             0.00406,             0.00406
                  62,            0.037002,            0.016349,           0.0019277,             0.91575,             0.81366,             0.90767,             0.48609,            0.034618,            0.012127,           0.0014553,            0.003961,            0.003961,            0.003961
                  63,            0.036051,            0.016596,           0.0015917,             0.90874,             0.81644,             0.88892,              0.4766,            0.034279,            0.012254,           0.0011602,            0.003862,            0.003862,            0.003862
                  64,            0.035831,            0.016008,           0.0016481,             0.89398,             0.77771,             0.86771,             0.50768,             0.03499,             0.01228,           0.0011195,            0.003763,            0.003763,            0.003763
                  65,            0.035896,            0.016021,           0.0015947,             0.91078,             0.73545,             0.85239,             0.48531,            0.034673,            0.012078,           0.0012359,            0.003664,            0.003664,            0.003664
                  66,            0.036098,             0.01608,            0.001556,             0.92625,              0.6996,             0.86186,             0.49905,            0.035332,            0.012213,           0.0011518,            0.003565,            0.003565,            0.003565
                  67,            0.036358,            0.016625,           0.0016352,             0.84934,             0.77878,             0.89114,             0.51056,            0.034158,            0.012012,           0.0012589,            0.003466,            0.003466,            0.003466
                  68,            0.035108,            0.015437,           0.0014319,             0.93373,             0.76444,             0.90362,             0.50093,             0.03496,            0.012081,           0.0011631,            0.003367,            0.003367,            0.003367
                  69,            0.034566,            0.015084,           0.0013353,             0.92354,             0.82155,             0.92915,             0.53044,            0.034472,            0.012145,           0.0010295,            0.003268,            0.003268,            0.003268
                  70,             0.03522,             0.01613,           0.0014688,             0.79376,             0.80615,             0.87408,             0.50508,            0.033674,            0.011833,           0.0010627,            0.003169,            0.003169,            0.003169
                  71,            0.033964,            0.014578,           0.0012303,             0.79454,             0.86177,             0.88604,             0.50143,            0.033576,            0.011901,           0.0010399,             0.00307,             0.00307,             0.00307
                  72,            0.034726,             0.01566,           0.0012661,             0.91463,             0.72443,             0.87407,             0.49306,            0.033506,            0.011948,           0.0010973,            0.002971,            0.002971,            0.002971
                  73,            0.033639,            0.014985,           0.0011618,             0.86281,             0.78467,             0.88806,             0.52422,            0.033504,            0.012032,            0.001058,            0.002872,            0.002872,            0.002872
                  74,            0.033791,            0.015556,           0.0013495,             0.87804,             0.82198,             0.86995,             0.52406,            0.033352,            0.011861,           0.0011679,            0.002773,            0.002773,            0.002773
                  75,            0.033285,            0.014516,          0.00097359,             0.90782,             0.80025,             0.89381,             0.54161,            0.033834,            0.011918,           0.0012502,            0.002674,            0.002674,            0.002674
                  76,            0.034338,            0.016217,           0.0010596,             0.90729,             0.78804,             0.90954,             0.53134,            0.033231,            0.011707,           0.0012605,            0.002575,            0.002575,            0.002575
                  77,             0.03406,            0.015246,           0.0013595,             0.81994,             0.82655,             0.86568,             0.51739,            0.033039,            0.011627,           0.0013932,            0.002476,            0.002476,            0.002476
                  78,            0.033545,            0.015345,           0.0012078,             0.89446,             0.75833,             0.90118,             0.48907,            0.032933,            0.011707,           0.0012131,            0.002377,            0.002377,            0.002377
                  79,               0.033,            0.015571,           0.0012031,              0.8017,             0.94412,             0.92759,             0.51598,            0.032676,             0.01172,           0.0010862,            0.002278,            0.002278,            0.002278
                  80,            0.033594,            0.015114,           0.0013906,             0.90837,              0.8306,             0.90751,             0.50954,            0.032731,            0.011744,           0.0011812,            0.002179,            0.002179,            0.002179
                  81,             0.03331,            0.015146,           0.0011347,             0.84262,             0.81071,             0.89863,             0.49225,            0.032802,            0.011659,           0.0010668,             0.00208,             0.00208,             0.00208
                  82,            0.033461,            0.014826,           0.0012143,             0.90628,             0.83472,             0.93436,             0.54044,            0.032742,            0.011636,           0.0010165,            0.001981,            0.001981,            0.001981
                  83,            0.032249,            0.014558,           0.0011593,               0.817,              0.8802,             0.91115,              0.5121,            0.032328,            0.011664,           0.0012097,            0.001882,            0.001882,            0.001882
                  84,            0.032359,            0.015169,           0.0010469,             0.87742,             0.83058,             0.91476,             0.50167,            0.032325,            0.011661,           0.0010781,            0.001783,            0.001783,            0.001783
                  85,            0.032142,            0.014566,           0.0014127,              0.9011,             0.73706,             0.86896,             0.51878,            0.032183,            0.011588,           0.0011095,            0.001684,            0.001684,            0.001684
                  86,            0.032181,            0.015297,          0.00084986,             0.83857,             0.80935,             0.89427,             0.54061,            0.032015,            0.011606,           0.0010683,            0.001585,            0.001585,            0.001585
                  87,            0.031849,            0.014728,          0.00086966,             0.84167,             0.85722,             0.91109,             0.54635,            0.032134,            0.011749,           0.0010681,            0.001486,            0.001486,            0.001486
                  88,            0.031704,            0.014735,          0.00089353,             0.84277,             0.93309,             0.93313,              0.5401,            0.031963,             0.01165,           0.0010453,            0.001387,            0.001387,            0.001387
                  89,            0.031814,            0.015052,           0.0011288,             0.90356,              0.8685,             0.93781,             0.54599,            0.031584,            0.011533,           0.0010018,            0.001288,            0.001288,            0.001288
                  90,            0.030931,             0.01459,          0.00095624,             0.91788,              0.8562,             0.93274,             0.55261,            0.031904,            0.011508,           0.0010602,            0.001189,            0.001189,            0.001189
                  91,            0.031266,            0.014427,           0.0010919,              0.8969,             0.86248,             0.91465,             0.55255,            0.031574,            0.011454,           0.0010141,             0.00109,             0.00109,             0.00109
                  92,             0.03213,            0.014744,           0.0010594,              0.8975,             0.82535,             0.91498,             0.56806,            0.031411,            0.011368,          0.00097433,            0.000991,            0.000991,            0.000991
                  93,            0.030517,            0.014397,          0.00094317,             0.83894,             0.88023,             0.92635,             0.56098,             0.03134,            0.011383,           0.0010089,            0.000892,            0.000892,            0.000892
                  94,            0.031071,            0.015004,          0.00092945,             0.94162,             0.76894,              0.9152,             0.55551,            0.031555,            0.011416,           0.0010545,            0.000793,            0.000793,            0.000793
                  95,             0.03039,            0.014188,          0.00093439,              0.9353,             0.78195,             0.91191,             0.51408,            0.031485,             0.01142,           0.0010592,            0.000694,            0.000694,            0.000694
                  96,             0.03098,            0.014959,          0.00090161,             0.90979,             0.74792,             0.88456,             0.54615,            0.031124,            0.011379,            0.001029,            0.000595,            0.000595,            0.000595
                  97,            0.031022,            0.014277,          0.00098313,             0.91256,             0.73948,             0.89359,             0.56002,            0.031232,            0.011398,           0.0010294,            0.000496,            0.000496,            0.000496
                  98,            0.030693,             0.01405,           0.0012866,              0.8367,             0.82569,             0.90525,             0.56351,            0.031103,            0.011425,          0.00092158,            0.000397,            0.000397,            0.000397
                  99,            0.030317,            0.014232,          0.00076362,             0.72758,             0.95151,             0.90536,              0.5506,            0.031114,             0.01137,          0.00093248,            0.000298,            0.000298,            0.000298
